codigo,nombre,creditos,semestre,prerrequisitos
SOC-114,METODOLOGÍA DE LA INVESTIGACIÓN I,3,3,
ING-125,INGLÉS III,0,4,ING-115
MAT-134,FUNDAMENTOS DE ESTADÍSTICA,2,4,MAT-100
MED-770,QUÍMICA ORGÁNICA I,3,4,MED-750;MED-755;MED-774
MED-774,LABORATORIO DE QUÍMICA ORGÁNICA I,1,4,MED-750;MED-755;MED-770
MED-860,HISTOLOGÍA,4,4,MED-395;MED-396;MED-865
MED-865,LABORATORIO DE HISTOLOGÍA,2,4,MED-395;MED-396;MED-860
ODO-210,ODONTOLOGÍA PREVENTIVA Y COMUNITARIA,3,4,
ODO-404,ANATOMÍA DENTAL,3,4,ODO-110
SOC-118,METODOLOGÍA DE LA INVESTIGACIÓN II,3,4,SOC-114
SOC-172,DEBATES DE HISTORIA DOMINICANA,3,4,
ING-135,INGLÉS IV,0,5,ING-125
MED-192,BIOQUÍMICA I,4,5,MED-770;MED-774;MED-197
MED-197,LABORATORIO DE BIOQUÍMICA I,1,5,MED-770;MED-774;MED-192
MED-300,PATOLOGÍA I,6,5,MED-860;MED-865;REQ-305
MED-305,LABORATORIO PATOLOGÍA I,2,5,MED-860;MED-865;REQ-300
ODO-010,CLÍNICA ODONTOLÓGICA BÁSICA I,5,5,MED-172;MED-175;MED-860;MED-865
ODO-130,OPERATORIA DENTAL I,3,5,MED-172;MED-175;MED-860;MED-865
ODO-190,MATERIALES ODONTOLÓGICOS,3,5,ODO-130
ODO-502,CARIOLOGÍA,3,5,ODO-404
ODO-701,RIESGOS PROFESIONALES EN LA ODONTOLOGÍA,3,5,
SOC-502,CIUDADANÍA Y GLOBALIZACIÓN,2,5,
ING-168,INGLÉS PROFESIONAL,0,6,ING-135
MED-606,BIOQUÍMICA II,4,6,MED-192;MED-197;MED-607
MED-607,LABORATORIO DE BIOQUÍMICA II,1,6,MED-192;MED-197;MED-606
ODO-020,CLÍNICA ODONTOLÓGICA BÁSICA II,5,6,ODO-010
ODO-120,PATOLOGÍA BUCAL,3,6,MED-172;MED-175;MED-860;MED-865
ODO-150,ENDODONCIA I,3,6,MED-300;MED-305
ODO-160,PRÓTESIS DENTAL I,3,6,ODO-110
ODO-180,CIRUGÍA BUCAL I,4,6,ODO-110;ODO-130
ODO-230,FARMACOLOGÍA PARA ODONTOLOGÍA,3,6,MED-606;MED-607
SOC-155,MEDIO AMBIENTE Y SOSTENIBILIDAD,3,6,
SOC-160,ÉTICA PROFESIONAL,2,6,
ODO-030,CLÍNICA ODONTOLÓGICA BÁSICA III,4,7,ODO-020;ODO-150
ODO-140,ODONTOPEDIATRÍA,3,7,ODO-130;ODO-502
ODO-151,ENDODONCIA II,3,7,ODO-150
ODO-161,PRÓTESIS DENTAL II,3,7,ODO-160
ODO-181,CIRUGÍA BUCAL II,3,7,ODO-180
ODO-200,PERIODONCIA I,4,7,ODO-110;ODO-120;ODO-130
ODO-220,URGENCIAS MÉDICAS EN ODONTOLOGÍA,3,7,MED-172;MED-175;MED-397;MED-398
ODO-702,RADIOLOGÍA E IMAGENOLOGÍA BUCODENTAL,2,7,ODO-130;ODO-502
ODO-704,OCLUSIÓN,3,7,ODO-130;ODO-160
SIC-766,INTELIGENCIA EMOCIONAL,2,7,
ECO-525,FINANZAS PERSONALES,2,8,
ODO-170,ORTODONCIA,3,8,MED-200;ODO-110;ODO-120;ODO-704
ODO-300,CLÍNICA ODONTOLÓGICA INTEGRAL DE ADULTOS I,7,8,ODO-030;ODO-151;ODO-161;ODO-181;ODO-200
ODO-400,CLÍNICA ODONTOLÓGICA INTEGRAL DEL PACIENTE,7,8,ODO-030;ODO-140;ODO-190
ODO-401,CLÍNICA ODONTOLÓGICA INTEGRAL DEL PACIENTE,7,9,ODO-400
ODO-500,CLÍNICA ODONTOLÓGICA INTEGRAL DEL PACIENTE CON,7,9,ODO-300
ADM-900,FORMACIÓN DE EMPRENDEDORES,3,10,
ODO-301,CLÍNICA ODONTOLÓGICA INTEGRAL DE ADULTOS II,7,10,ODO-300
ODO-402,CLÍNICA ODONTOLÓGICA INTEGRAL DEL PACIENTE,7,10,ODO-401
DPG-010,ANTEPROYECTO DE GRADO,4,11,ADM-900
ODO-302,CLÍNICA ODONT. INTEGRAL ADULTOS III,7,11,ODO-301
DPG-020,PROYECTO DE GRADO,6,12,
ECO-530,ECONOMÍA SOLIDARIA,3,12,
MED-203,TICS APLICADA A LA SALUD,3,12,INF-113
ODO-903,DISEÑO Y MARKETING ODONTOLÓGICO,3,12,
SIC-994,MANEJO DE CRISIS,3,12,
SIC-996,LIDERAZGO Y TRABAJO EN EQUIPO,3,12,
SOC-100,SOCIOLOGÍA,3,12,
SOC-280,ANTROPOLOGÍA,3,12,
SOC-480,ETIQUETA Y PROTOCOLO,3,12,
